"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
23272337,4,-9,"Marine Turtle Research Group / SEATURTLE.ORG;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452","2006-03-21","2008-03-10",28,2,1,,,,"3000:393","POLYGON((3 -9,4 -9,4 -10,3 -10,3 -9))"
23272267,4,-8,"Marine Turtle Research Group / Seaturtle.org;Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454;1456","2006-03-21","2010-03-14",56,5,1,,,,"3000:383","POLYGON((3 -8,4 -8,4 -9,3 -9,3 -8))"
23321332,4,-7,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;Seaturtle.org / MTRG;University of Exeter","Dermochelys coriacea","1452;1454;1456;1836","2008-03-24","2013-03-01",38,4,1,,,,"3000:373","POLYGON((3 -7,4 -7,4 -8,3 -8,3 -7))"
23321312,4,-6,"Marine Turtle Research Group / Seaturtle.org;Marine Turtle Research Group / SEATURTLE.ORG;Seaturtle.org / MTRG;University of Exeter","Dermochelys coriacea","1450;1452;1456;1836","2006-04-17","2013-02-26",49,7,1,,,,"3000:363","POLYGON((3 -6,4 -6,4 -7,3 -7,3 -6))"
23321268,4,-5,"Marine Turtle Research Group / Seaturtle.org;Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG;University of Exeter","Dermochelys coriacea","1450;1452;1454;1456;1836","2006-05-12","2013-03-25",60,9,1,,,,"3000:353","POLYGON((3 -5,4 -5,4 -6,3 -6,3 -5))"
23321093,4,-4,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-02-02","2013-02-25",82,7,1,,,,"3000:143","POLYGON((3 -4,4 -4,4 -5,3 -5,3 -4))"
23321057,4,-3,"MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1836","2009-03-02","2013-02-09",34,3,1,,,,"3000:133","POLYGON((3 -3,4 -3,4 -4,3 -4,3 -3))"
23321033,4,-2,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-03-09","2013-01-09",45,4,1,,,,"3000:123","POLYGON((3 -2,4 -2,4 -3,3 -3,3 -2))"
23271767,4,-2,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org","Dermochelys coriacea","1454;1456","2009-03-08","2010-03-01",14,2,1,,,,"3000:113","POLYGON((3 -1,4 -1,4 -2,3 -2,3 -1))"
23304398,4,-1,"Phil Allman, Florida Gulf Coast University;SEATURTLE.ORG","Lepidochelys olivacea","1459;1813","2010-01-21","2010-01-23",30,2,1,,,,"3000:103","POLYGON((3 -0,4 -0,4 -1,3 -1,3 -0))"
23083835,3,25,"Observatorio Ambiental Granadilla","Caretta caretta","496","2010-10-27","2010-10-27",1,1,1,,,,"1200:353","POLYGON((3 25,3 26,4 26,4 25,3 25))"
23541127,4,37,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Marine Turtle Research Group;NOAA PIFSC;Samir Patel, Drexel University and Coonamessett Farm Foundation;Yaniv Levy;Yonat Swimmer","Caretta caretta;Chelonia mydas","1146;1310;1383;1401;1816;1903;1964","2008-07-30","2018-08-05",14,9,2,,,,"1300:363","POLYGON((3 36,3 37,4 37,4 36,3 36))"
25877809,4,38,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Marine Turtle Research Group;NOAA PIFSC;Samir Patel, Drexel University and Coonamessett Farm Foundation;Universitat Politècnica de València;Yonat Swimmer;Zoomarine","Caretta caretta","1146;1310;1383;1401;1550;1816;1921;2207","2009-10-05","2022-09-16",522,18,1,,,,"1300:373","POLYGON((3 37,3 38,4 38,4 37,3 37))"
25877837,4,39,"CRAM-UPV;Marine Turtle Research Group;NOAA PIFSC;Samir Patel, Drexel University and Coonamessett Farm Foundation;Universitat Politècnica de València;Yonat Swimmer;Zoomarine","Caretta caretta","1146;1310;1401;1550;1816;1921;2207","2009-09-09","2022-10-15",410,18,1,,,,"1300:383","POLYGON((3 38,3 39,4 39,4 38,3 38))"
23541168,4,40,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Marine Turtle Research Group;NOAA PIFSC;Universitat Politècnica de València;Yonat Swimmer","Caretta caretta","1146;1310;1383;1401;1550;1921","2010-03-07","2018-07-27",93,11,1,,,,"1300:393","POLYGON((3 39,3 40,4 40,4 39,3 39))"
23541214,4,41,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Universitat Politècnica de València","Caretta caretta","1383;1401;1550","2016-07-25","2017-12-02",35,8,1,,,,"1400:103","POLYGON((3 40,3 41,4 41,4 40,3 40))"
23541249,4,42,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Universitat Politècnica de València","Caretta caretta","1383;1401;1550","2016-07-30","2017-12-08",29,6,1,,,,"1400:113","POLYGON((3 41,3 42,4 42,4 41,3 41))"
23541256,4,42,"CRAM-UPV","Caretta caretta","1401","2016-12-23","2016-12-23",1,1,1,,,,"1400:123","POLYGON((3 42,3 43,4 43,4 42,3 42))"
23321392,5,-34,"University of Exeter","Dermochelys coriacea","1836","2013-06-04","2013-06-04",3,1,1,,,,"3300:144","POLYGON((4 -34,5 -34,5 -35,4 -35,4 -34))"
23321391,4,-32,"University of Exeter","Dermochelys coriacea","1836","2013-05-30","2013-05-30",2,1,1,,,,"3300:124","POLYGON((4 -32,5 -32,5 -33,4 -33,4 -32))"
23321390,4,-32,"University of Exeter","Dermochelys coriacea","1836","2013-05-29","2013-05-29",5,1,1,,,,"3300:114","POLYGON((4 -31,5 -31,5 -32,4 -32,4 -31))"
23279490,4,-31,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-08-08","2009-08-09",7,1,1,,,,"3300:104","POLYGON((4 -30,5 -30,5 -31,4 -31,4 -30))"
23277752,5,-29,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-07-07","2009-07-10",26,1,1,,,,"3200:394","POLYGON((4 -29,5 -29,5 -30,4 -30,4 -29))"
23277711,5,-27,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-05-31","2009-10-19",149,1,1,,,,"3200:374","POLYGON((4 -27,5 -27,5 -28,4 -28,4 -27))"
23277664,5,-27,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-09-13","2009-10-04",47,1,1,,,,"3200:364","POLYGON((4 -26,5 -26,5 -27,4 -27,4 -26))"
23277538,5,-20,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-09","2009-06-09",5,1,1,,,,"3200:104","POLYGON((4 -20,5 -20,5 -21,4 -21,4 -20))"
23274206,5,-19,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-09","2009-06-11",11,2,1,,,,"3100:394","POLYGON((4 -19,5 -19,5 -20,4 -20,4 -19))"
23274202,5,-18,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-13","2009-04-12",34,3,1,,,,"3100:384","POLYGON((4 -18,5 -18,5 -19,4 -19,4 -18))"
23274193,4,-18,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-20","2009-04-13",8,2,1,,,,"3100:374","POLYGON((4 -17,5 -17,5 -18,4 -18,4 -17))"
23274185,5,-16,"MTRG / Seaturtle.org;PENV","Dermochelys coriacea;Lepidochelys olivacea","1448;1454","2009-03-15","2010-02-27",22,2,2,,,,"3100:364","POLYGON((4 -16,5 -16,5 -17,4 -17,4 -16))"
23274166,4,-15,"Marine Turtle Research Group / Seaturtle.org","Dermochelys coriacea","1456","2010-04-01","2010-04-01",4,1,1,,,,"3100:354","POLYGON((4 -15,5 -15,5 -16,4 -16,4 -15))"
23274029,4,-14,"Marine Turtle Research Group / Seaturtle.org","Dermochelys coriacea","1456","2010-03-29","2010-03-31",8,1,1,,,,"3100:144","POLYGON((4 -14,5 -14,5 -15,4 -15,4 -14))"
24540167,5,-13,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;Projeto TAMAR","Caretta caretta;Dermochelys coriacea","1454;1456;984","2006-07-05","2010-03-29",20,5,2,,,,"3100:134","POLYGON((4 -13,5 -13,5 -14,4 -14,4 -13))"
24540165,5,-12,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;Projeto TAMAR","Caretta caretta;Dermochelys coriacea","1454;1456;984","2006-12-11","2010-03-26",34,5,2,,,,"3100:124","POLYGON((4 -12,5 -12,5 -13,4 -13,4 -12))"
23273924,5,-11,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org","Dermochelys coriacea","1454;1456","2009-02-27","2010-03-23",38,2,1,,,,"3100:114","POLYGON((4 -11,5 -11,5 -12,4 -12,4 -11))"
23273859,5,-10,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org","Dermochelys coriacea","1454;1456","2009-02-25","2010-03-21",23,2,1,,,,"3100:104","POLYGON((4 -10,5 -10,5 -11,4 -11,4 -10))"
23272344,5,-9,"Marine Turtle Research Group / Seaturtle.org;Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org","Dermochelys coriacea","1450;1454;1456","2006-03-21","2010-03-17",21,3,1,,,,"3000:394","POLYGON((4 -9,5 -9,5 -10,4 -10,4 -9))"
23272281,5,-8,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454","2006-03-15","2009-02-22",51,5,1,,,,"3000:384","POLYGON((4 -8,5 -8,5 -9,4 -9,4 -8))"
23321338,5,-7,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG;University of Exeter","Dermochelys coriacea","1450;1452;1454;1836","2006-04-10","2013-02-26",63,7,1,,,,"3000:374","POLYGON((4 -7,5 -7,5 -8,4 -8,4 -7))"
23321313,5,-6,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG;University of Exeter","Dermochelys coriacea","1450;1452;1454;1836","2006-04-17","2013-02-20",67,9,1,,,,"3000:364","POLYGON((4 -6,5 -6,5 -7,4 -7,4 -6))"
23321270,5,-5,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1450;1454;1836","2006-04-12","2013-02-16",17,4,1,,,,"3000:354","POLYGON((4 -5,5 -5,5 -6,4 -6,4 -5))"
23321111,5,-4,"Marine Turtle Research Group / Seaturtle.org;Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1450;1454;1456;1836","2006-04-11","2013-03-06",68,9,1,,,,"3000:144","POLYGON((4 -4,5 -4,5 -5,4 -5,4 -4))"
23321072,5,-3,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-01-30","2013-02-07",133,7,1,,,,"3000:134","POLYGON((4 -3,5 -3,5 -4,4 -4,4 -3))"
23321039,5,-2,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-01-26","2013-01-26",38,6,1,,,,"3000:124","POLYGON((4 -2,5 -2,5 -3,4 -3,4 -2))"
23321026,5,-1,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-03-06","2013-01-04",27,4,1,,,,"3000:114","POLYGON((4 -1,5 -1,5 -2,4 -2,4 -1))"
23321023,5,-1,"Marine Turtle Research Group / Seaturtle.org;University of Exeter","Dermochelys coriacea","1456;1836","2010-02-25","2013-01-01",3,2,1,,,,"3000:104","POLYGON((4 -0,5 -0,5 -1,4 -1,4 -0))"
23314093,5,34,"Paolo Casale","Caretta caretta","1826","2010-01-10","2010-01-10",1,1,1,,,,"1300:134","POLYGON((4 33,4 34,5 34,5 33,4 33))"
23325442,4,34,"Judith Zbinden","Caretta caretta","1923","2006-04-06","2006-04-06",1,1,1,,,,"1300:144","POLYGON((4 34,4 35,5 35,5 34,4 34))"
23325453,5,37,"NOAA PIFSC;Yaniv Levy","Caretta caretta;Chelonia mydas","1310;1964","2009-10-08","2017-02-08",2,2,2,,,,"1300:364","POLYGON((4 36,4 37,5 37,5 36,4 36))"
23541146,5,38,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Marine Turtle Research Group;NOAA PIFSC;Samir Patel, Drexel University and Coonamessett Farm Foundation;Universitat Politècnica de València;Yonat Swimmer","Caretta caretta","1146;1310;1383;1401;1550;1816;1921","2009-09-12","2018-08-14",501,18,1,,,,"1300:374","POLYGON((4 37,4 38,5 38,5 37,4 37))"
25877841,5,39,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;Marine Turtle Research Group;NOAA PIFSC;Universitat Politècnica de València;Yaniv Levy;Yonat Swimmer;Zoomarine","Caretta caretta","1146;1310;1383;1401;1550;1921;1964;2207","2009-10-08","2022-10-19",396,22,1,,,,"1300:384","POLYGON((4 38,4 39,5 39,5 38,4 38))"
25877843,5,40,"CRAM-UPV;Marine Turtle Research Group;NOAA PIFSC;Universitat Politècnica de València;Yonat Swimmer;Zoomarine","Caretta caretta","1146;1310;1401;1550;1921;2207","2010-03-03","2022-10-21",100,12,1,,,,"1300:394","POLYGON((4 39,4 40,5 40,5 39,4 39))"
23541218,5,41,"CRAM-UPV;Universitat Politècnica de València","Caretta caretta","1401;1550","2016-08-04","2018-02-07",24,6,1,,,,"1400:104","POLYGON((4 40,4 41,5 41,5 40,4 40))"
23541255,5,42,"CRAM-UPV;Universitat Politècnica de València","Caretta caretta","1401;1550","2016-12-24","2017-11-26",10,3,1,,,,"1400:114","POLYGON((4 41,4 42,5 42,5 41,4 41))"
23541257,4,42,"CRAM-UPV","Caretta caretta","1401","2016-12-22","2016-12-22",1,1,1,,,,"1400:124","POLYGON((4 42,4 43,5 43,5 42,4 42))"
23321415,6,-35,"University of Exeter","Dermochelys coriacea","1836","2013-06-05","2013-06-07",19,1,1,,,,"3300:245","POLYGON((5 -34,6 -34,6 -35,5 -35,5 -34))"
23279499,6,-30,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-14","2009-06-14",2,1,1,,,,"3300:205","POLYGON((5 -30,6 -30,6 -31,5 -31,5 -30))"
23277821,6,-29,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-07","2009-07-06",127,1,1,,,,"3200:495","POLYGON((5 -29,6 -29,6 -30,5 -30,5 -29))"
23277781,6,-28,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-02","2009-10-28",29,1,1,,,,"3200:485","POLYGON((5 -28,6 -28,6 -29,5 -29,5 -28))"
23277770,6,-27,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-02","2009-10-27",62,1,1,,,,"3200:475","POLYGON((5 -27,6 -27,6 -28,5 -28,5 -27))"
23277640,6,-23,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-26","2009-03-27",4,1,1,,,,"3200:235","POLYGON((5 -23,6 -23,6 -24,5 -24,5 -23))"
23277635,6,-22,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-23","2009-03-25",9,1,1,,,,"3200:225","POLYGON((5 -22,6 -22,6 -23,5 -23,5 -22))"
23277610,6,-21,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-20","2009-06-07",72,2,1,,,,"3200:215","POLYGON((5 -21,6 -21,6 -22,5 -22,5 -21))"
23277573,6,-20,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-17","2009-06-08",75,3,1,,,,"3200:205","POLYGON((5 -20,6 -20,6 -21,5 -21,5 -20))"
23274375,6,-19,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-14","2009-05-17",33,4,1,,,,"3100:495","POLYGON((5 -19,6 -19,6 -20,5 -20,5 -19))"
23274340,6,-18,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-12","2009-05-18",26,3,1,,,,"3100:485","POLYGON((5 -18,6 -18,6 -19,5 -19,5 -18))"
23274288,6,-17,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-09","2009-04-04",23,3,1,,,,"3100:475","POLYGON((5 -17,6 -17,6 -18,5 -18,5 -17))"
23274242,6,-16,"MTRG / Seaturtle.org;PENV","Dermochelys coriacea;Lepidochelys olivacea","1448;1454","2009-03-07","2010-02-22",29,3,2,,,,"3100:465","POLYGON((5 -16,6 -16,6 -17,5 -17,5 -16))"
23274207,6,-16,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-06","2009-03-06",3,1,1,,,,"3100:455","POLYGON((5 -15,6 -15,6 -16,5 -16,5 -15))"
23274128,6,-14,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-15","2009-06-05",11,2,1,,,,"3100:245","POLYGON((5 -14,6 -14,6 -15,5 -15,5 -14))"
23274107,6,-13,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-06","2009-03-14",19,2,1,,,,"3100:235","POLYGON((5 -13,6 -13,6 -14,5 -14,5 -13))"
24540169,6,-12,"MTRG / Seaturtle.org;Projeto TAMAR","Dermochelys coriacea","1454;984","2006-12-15","2009-04-01",10,3,1,,,,"3100:225","POLYGON((5 -12,6 -12,6 -13,5 -13,5 -12))"
23274068,6,-11,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-21","2009-04-01",10,2,1,,,,"3100:215","POLYGON((5 -11,6 -11,6 -12,5 -12,5 -11))"
23274032,6,-10,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-02-20","2009-03-29",11,2,1,,,,"3100:205","POLYGON((5 -10,6 -10,6 -11,5 -11,5 -10))"
23272671,6,-9,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-02-16","2009-03-27",21,3,1,,,,"3000:495","POLYGON((5 -9,6 -9,6 -10,5 -10,5 -9))"
23321358,6,-8,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1450;1454;1836","2006-03-14","2013-03-02",35,4,1,,,,"3000:485","POLYGON((5 -8,6 -8,6 -9,5 -9,5 -8))"
23272550,6,-7,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454","2006-03-13","2009-03-22",113,6,1,,,,"3000:475","POLYGON((5 -7,6 -7,6 -8,5 -8,5 -7))"
23272445,6,-6,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454","2006-05-02","2009-02-19",40,8,1,,,,"3000:465","POLYGON((5 -6,6 -6,6 -7,5 -7,5 -6))"
23272354,6,-5,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454","2006-04-13","2009-02-18",30,5,1,,,,"3000:455","POLYGON((5 -5,6 -5,6 -6,5 -6,5 -5))"
23321253,6,-4,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1450;1454;1836","2006-04-09","2013-02-13",30,6,1,,,,"3000:245","POLYGON((5 -4,6 -4,6 -5,5 -5,5 -4))"
23321245,6,-3,"MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1836","2009-01-29","2013-02-09",45,5,1,,,,"3000:235","POLYGON((5 -3,6 -3,6 -4,5 -4,5 -3))"
23321230,6,-2,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-01-24","2013-02-07",56,8,1,,,,"3000:225","POLYGON((5 -2,6 -2,6 -3,5 -3,5 -2))"
23321214,6,-1,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-01-24","2013-01-24",51,7,1,,,,"3000:215","POLYGON((5 -1,6 -1,6 -2,5 -2,5 -1))"
23321118,6,0,"Marine Turtle Research Group / Seaturtle.org;MTRG / Seaturtle.org;University of Exeter","Dermochelys coriacea","1454;1456;1836","2009-03-04","2013-01-18",40,5,1,,,,"3000:205","POLYGON((5 -0,6 -0,6 -1,5 -1,5 -0))"
23230022,5,37,"NOAA PIFSC;Yonat Swimmer","Caretta caretta","1146;1310","2010-04-30","2017-02-08",3,2,1,,,,"1300:465","POLYGON((5 36,5 37,6 37,6 36,5 36))"
23541172,6,38,"CRAM-UPV;Doñana Biological Station (CSIC)-Universitat Politècnica de València;NOAA PIFSC;Samir Patel, Drexel University and Coonamessett Farm Foundation;Universitat Politècnica de València;Yonat Swimmer","Caretta caretta","1146;1310;1383;1401;1550;1816","2009-09-16","2018-04-09",465,16,1,,,,"1300:475","POLYGON((5 37,5 38,6 38,6 37,5 37))"
23540791,6,39,"Doñana Biological Station (CSIC)-Universitat Politècnica de València;Islameta Group, University of Pisa;Marine Turtle Research Group;NOAA PIFSC;Paolo Luschi;Universitat Politècnica de València;Yonat Swimmer","Caretta caretta","1146;1310;1383;1550;1682;1917;1921","2008-09-03","2019-06-23",366,17,1,,,,"1300:485","POLYGON((5 38,5 39,6 39,6 38,5 38))"
25877857,6,40,"Marine Turtle Research Group;NOAA PIFSC;Universitat Politècnica de València;Yonat Swimmer;Zoomarine","Caretta caretta","1146;1310;1550;1921;2207","2010-05-01","2022-10-25",137,10,1,,,,"1300:495","POLYGON((5 39,5 40,6 40,6 39,5 39))"
23541259,6,41,"CRAM-UPV;Universitat Politècnica de València;Yonat Swimmer","Caretta caretta","1146;1401;1550","2010-05-04","2018-02-19",42,4,1,,,,"1400:205","POLYGON((5 40,5 41,6 41,6 40,5 40))"
23541263,6,42,"CRAM-UPV;Israel National Nature and Parks Authority - Sea Turtle Rescue Center","Caretta caretta","1185;1401","2016-11-23","2019-11-24",60,2,1,,,,"1400:215","POLYGON((5 41,5 42,6 42,6 41,5 41))"
23541273,6,43,"CRAM-UPV;Israel National Nature and Parks Authority - Sea Turtle Rescue Center","Caretta caretta","1185;1401","2016-12-06","2019-11-17",69,2,1,,,,"1400:225","POLYGON((5 42,5 43,6 43,6 42,5 42))"
23321417,7,-34,"University of Exeter","Dermochelys coriacea","1836","2013-06-07","2013-06-08",9,1,1,,,,"3300:246","POLYGON((6 -34,7 -34,7 -35,6 -35,6 -34))"
23279501,6,-30,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-14","2009-06-15",10,1,1,,,,"3300:206","POLYGON((6 -30,7 -30,7 -31,6 -31,6 -30))"
23277829,6,-29,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-06-10","2009-06-19",41,1,1,,,,"3200:496","POLYGON((6 -29,7 -29,7 -30,6 -30,6 -29))"
23277786,7,-28,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-10-28","2009-11-01",28,1,1,,,,"3200:486","POLYGON((6 -28,7 -28,7 -29,6 -29,6 -28))"
23277771,7,-27,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-08","2009-04-08",2,1,1,,,,"3200:476","POLYGON((6 -27,7 -27,7 -28,6 -28,6 -27))"
23277758,7,-27,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-06","2009-04-07",6,1,1,,,,"3200:466","POLYGON((6 -26,7 -26,7 -27,6 -27,6 -26))"
23277754,7,-25,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-01","2009-04-02",4,1,1,,,,"3200:456","POLYGON((6 -25,7 -25,7 -26,6 -26,6 -25))"
23277645,7,-24,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-29","2009-03-30",6,1,1,,,,"3200:246","POLYGON((6 -24,7 -24,7 -25,6 -25,6 -24))"
23277641,6,-24,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-28","2009-03-28",1,1,1,,,,"3200:236","POLYGON((6 -23,7 -23,7 -24,6 -24,6 -23))"
23277631,7,-21,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-09","2009-05-07",56,2,1,,,,"3200:216","POLYGON((6 -21,7 -21,7 -22,6 -22,6 -21))"
23277580,7,-20,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-02","2009-04-19",21,3,1,,,,"3200:206","POLYGON((6 -20,7 -20,7 -21,6 -21,6 -20))"
23274394,7,-19,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-07","2009-06-28",47,2,1,,,,"3100:496","POLYGON((6 -19,7 -19,7 -20,6 -20,6 -19))"
23274348,7,-18,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-04-04","2009-05-22",19,2,1,,,,"3100:486","POLYGON((6 -18,7 -18,7 -19,6 -19,6 -18))"
23274295,7,-17,"MTRG / Seaturtle.org;PENV","Dermochelys coriacea;Lepidochelys olivacea","1448;1454","2009-04-03","2010-02-14",24,3,2,,,,"3100:476","POLYGON((6 -17,7 -17,7 -18,6 -18,6 -17))"
23274256,7,-16,"MTRG / Seaturtle.org;PENV","Dermochelys coriacea;Lepidochelys olivacea","1448;1454","2009-03-24","2010-02-16",52,5,2,,,,"3100:466","POLYGON((6 -16,7 -16,7 -17,6 -17,6 -16))"
23274218,7,-15,"MTRG / Seaturtle.org;Old Dominion Univ/Univ of Exeter/Wildlife Conservation Society","Dermochelys coriacea;Lepidochelys olivacea","1328;1454","2009-03-04","2016-01-23",38,6,2,,,,"3100:456","POLYGON((6 -15,7 -15,7 -16,6 -16,6 -15))"
23274146,7,-14,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-01","2009-06-02",50,5,1,,,,"3100:246","POLYGON((6 -14,7 -14,7 -15,6 -15,6 -14))"
24540175,7,-13,"MTRG / Seaturtle.org;Projeto TAMAR","Dermochelys coriacea","1454;984","2006-12-21","2009-04-16",38,5,1,,,,"3100:236","POLYGON((6 -13,7 -13,7 -14,6 -14,6 -13))"
24540173,7,-12,"MTRG / Seaturtle.org;Projeto TAMAR","Dermochelys coriacea","1454;984","2006-12-17","2009-04-14",38,5,1,,,,"3100:226","POLYGON((6 -12,7 -12,7 -13,6 -13,6 -12))"
23274076,7,-11,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-02-21","2009-04-12",17,3,1,,,,"3100:216","POLYGON((6 -11,7 -11,7 -12,6 -12,6 -11))"
23274052,7,-10,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org","Dermochelys coriacea","1450;1454","2006-03-31","2009-04-09",72,4,1,,,,"3100:206","POLYGON((6 -10,7 -10,7 -11,6 -11,6 -10))"
23272675,7,-9,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-17","2009-04-05",18,2,1,,,,"3000:496","POLYGON((6 -9,7 -9,7 -10,6 -10,6 -9))"
23272636,7,-8,"MTRG / Seaturtle.org","Dermochelys coriacea","1454","2009-03-15","2009-04-03",12,2,1,,,,"3000:486","POLYGON((6 -8,7 -8,7 -9,6 -9,6 -8))"
23272591,7,-7,"Marine Turtle Research Group / SEATURTLE.ORG;MTRG / Seaturtle.org;Seaturtle.org / MTRG","Dermochelys coriacea","1450;1452;1454","2006-03-11","2009-03-21",202,6,1,,,,"3000:476","POLYGON((6 -7,7 -7,7 -8,6 -8,6 -7))"
